,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Viscosity Value (Pa * s),Viscosity Uncertainty (Pa * s),Source
12,9e862c875d024e3c80e0578432339acd,303.15,101.325,Liquid,1,NCCO.O=CO,Solvent,1.0,,,,,,,,,,0.04051,0.0002605,10.1016/j.jct.2012.05.001
2,c31a8554365449d59f41e669c27b0f4c,298.15,101.325,Liquid,1,O=C1CCCCC1,Solvent,1.0,,,,,,,,,,0.0021016,8.05e-06,10.1016/j.jct.2012.05.005
3,c7bee7bb77e64d79915148a1200d7665,303.15,101.325,Liquid,1,O=C1CCCCC1,Solvent,1.0,,,,,,,,,,0.0019045,7.3e-06,10.1016/j.jct.2012.05.005
14,59680a15e4694cd6bdb5abb984d14214,298.15,101.325,Liquid,1,C1COCCO1,Solvent,1.0,,,,,,,,,,0.0012023,4.75e-06,10.1016/j.jct.2012.05.005
15,e287df233cbc41d4a7919d951ef673a5,303.15,101.325,Liquid,1,C1COCCO1,Solvent,1.0,,,,,,,,,,0.0011065,4.35e-06,10.1016/j.jct.2012.05.005
26,4f9cc9fa72454494af2b4376630bd8cd,298.15,101.325,Liquid,1,CC(C)CC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0004844,1.8e-06,10.1016/j.jct.2012.05.005
27,6173683c2e8a4518bbef6670e06c1689,303.15,101.325,Liquid,1,CC(C)CC(C)(C)C,Solvent,1.0,,,,,,,,,,0.0004586,1.75e-06,10.1016/j.jct.2012.05.005
8,d131020893f9492e826f0d987eacbc2e,298.15,101.325,Liquid,1,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.039758,0.001993,10.1016/j.jct.2012.06.018
9,044510defdec40348d65dd8b31082c1b,303.15,101.325,Liquid,1,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.033308,0.0016695,10.1016/j.jct.2012.06.018
22,63f5bedb2fa34b74a9b48d19696234a4,298.15,101.325,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.060546,0.0030355,10.1016/j.jct.2012.06.018
23,51bfd4433d134f04a9a986afc373532b,303.15,101.325,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.048109,0.0024125,10.1016/j.jct.2012.06.018
36,a06d30739cb043daad5026c5e1d45369,298.15,101.325,Liquid,1,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.245334,0.0126535,10.1016/j.jct.2012.06.018
37,58324bcf31d140a39f90e3010b4287f2,303.15,101.325,Liquid,1,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.201816,0.010347,10.1016/j.jct.2012.06.018
50,1f37b66ff5914453bafc5f76ea7e5e2d,298.15,101.325,Liquid,1,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.095725,0.0048305,10.1016/j.jct.2012.06.018
51,15714f53ffc94c8cb8a93249e12f280b,303.15,101.325,Liquid,1,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.072046,0.003618,10.1016/j.jct.2012.06.018
64,3e0f3337895541a58e2b38925c95c6be,298.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.064729,0.0032465,10.1016/j.jct.2012.06.018
65,ef2abfaa4d4f4d19a3907c5530561c84,303.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.051418,0.0025765,10.1016/j.jct.2012.06.018
78,c60c2fa008f24a0cbb2a29d7cbe1e269,298.15,101.325,Liquid,1,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.054415,0.0027265,10.1016/j.jct.2012.06.018
79,ee58fb22cd004d098bacbb845fb98524,303.15,101.325,Liquid,1,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.044425,0.0022275,10.1016/j.jct.2012.06.018
92,9c0913df454040bcb33829a91e897191,298.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,Solvent,1.0,,,,,,,,,,0.126574,0.006406,10.1016/j.jct.2012.06.018
93,34841259ecab4a5da7dcfbfeb280a8b0,303.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,Solvent,1.0,,,,,,,,,,0.101268,0.0051065,10.1016/j.jct.2012.06.018
106,4e6a71c8d7b64c82b1ce413ef66a89e8,298.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,Solvent,1.0,,,,,,,,,,0.169506,0.0086505,10.1016/j.jct.2012.06.018
107,1b4890a135584d6ab8e6ee46c821b423,303.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,Solvent,1.0,,,,,,,,,,0.12906,0.006541,10.1016/j.jct.2012.06.018
120,4c3b4d9772d8491eba5a1743b71a7834,298.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.106182,0.0053585,10.1016/j.jct.2012.06.018
121,33d08206fbbf457898222995767c330a,303.15,101.325,Liquid,1,CCCC[n+]1cccc(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.083796,0.004214,10.1016/j.jct.2012.06.018
0,177fbdc9562b4f9c9c414990edee3917,298.15,101.325,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0008162,4.6e-06,10.1016/j.jct.2012.06.023
1,671f900f378c4d9d94a91170c8305ff0,298.15,101.325,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.0034999,8.95e-06,10.1016/j.jct.2012.06.023
2,afba5e72f2f0496a808e922ae0f5dc61,298.15,101.325,Liquid,1,CCCCCCO,Solvent,1.0,,,,,,,,,,0.004593,1.11e-05,10.1016/j.jct.2012.06.023
3,37f2537c66cb4a259711ac79a861df0c,298.15,101.325,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.005944,1.905e-05,10.1016/j.jct.2012.06.023
4,adf9b50158764368baf87d475b8cfa9a,298.15,101.0,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.0034999,8.95e-06,10.1016/j.jct.2012.06.023
14,27b5a2e1f1254ddeb41e3bebd0272372,298.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0008162,4.6e-06,10.1016/j.jct.2012.06.023
15,27c058c427e74134912b5c8e936a4b8c,303.15,101.0,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.0030515,8.15e-06,10.1016/j.jct.2012.06.023
25,de2ce746a0c342f5bda106e93cbf23dc,303.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0007678,4.55e-06,10.1016/j.jct.2012.06.023
48,9a336c06de1c4e39a195226fbcbc0c90,298.15,101.0,Liquid,1,CCCCCCO,Solvent,1.0,,,,,,,,,,0.004593,1.11e-05,10.1016/j.jct.2012.06.023
58,247e68aa14394249b3d60f6f4b967767,298.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0008162,4.6e-06,10.1016/j.jct.2012.06.023
59,a157e0eaa5a947a19b810787c6a4ca16,303.15,101.0,Liquid,1,CCCCCCO,Solvent,1.0,,,,,,,,,,0.0038869,9.75e-06,10.1016/j.jct.2012.06.023
69,4c1b277106094e5bbe678923b828c06c,303.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0007678,4.55e-06,10.1016/j.jct.2012.06.023
92,a0cf56d89ca749eebf25f5d388b34242,298.15,101.0,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.005944,1.89e-05,10.1016/j.jct.2012.06.023
102,a7477a1328a8466caca59a847c2c0543,298.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0008162,4.6e-06,10.1016/j.jct.2012.06.023
103,5684768b4b79469ea683b8411a6903e5,303.15,101.0,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.0050686,1.635e-05,10.1016/j.jct.2012.06.023
113,bd22912951c74b1387cd921e820aad08,303.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0007678,4.55e-06,10.1016/j.jct.2012.06.023
2,346dc7043ca84fdbac134c9f6318a8e9,298.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00089434,4.295e-06,10.1016/j.jct.2012.06.031
3,745ae0dac6874f7bbc74147a4e574fed,303.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00083553,4.235e-06,10.1016/j.jct.2012.06.031
18,97a3752d7d6c4e81884e7907f85120e7,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.0019503,5.6e-06,10.1016/j.jct.2012.06.031
19,0e98e24ccfe64fb4bc73b59f5ceb214b,303.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001727,5.3e-06,10.1016/j.jct.2012.06.031
34,7ee18c58df804081a9a71aafde1c99c3,298.15,101.0,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.041041,0.000219,10.1016/j.jct.2012.06.031
35,e293ac16d95e4c9b8cccbacefb8d632a,303.15,101.0,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.032843,0.000175,10.1016/j.jct.2012.06.031
50,9ad8e4099f8841c7b131e78f5caf61a3,298.15,101.0,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,0.91198,0.017955,10.1016/j.jct.2012.06.031
51,34a7004dfc1a4534b526fda4682f9dca,303.15,101.0,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,0.60083,0.01015,10.1016/j.jct.2012.06.031
86,ba47161fe93e48a58a364d6566dd9563,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.0019503,5.6e-06,10.1016/j.jct.2012.06.031
96,f3dcde7845e643a883fcac3773ccd863,298.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00089434,4.295e-06,10.1016/j.jct.2012.06.031
97,6fed8d88c67d47dbacf2539f93ffec0b,303.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001727,5.3e-06,10.1016/j.jct.2012.06.031
107,726db04fa7304660a98b290f5327054e,303.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00083553,4.235e-06,10.1016/j.jct.2012.06.031
262,c50bb5544be6424f83bca0dfe8e1dc3a,298.15,101.0,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.041041,0.000219,10.1016/j.jct.2012.06.031
272,5903ecff58fd4607bede8c379ed43ef2,298.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00089434,4.295e-06,10.1016/j.jct.2012.06.031
273,ee9d9e954bd44ae982e5eed33e009ab1,303.15,101.0,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.032843,0.000175,10.1016/j.jct.2012.06.031
283,ab32f7858c354b6bb62636d6bd717d3f,303.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00083553,4.235e-06,10.1016/j.jct.2012.06.031
438,c20eae8540a44cc8873c91270d4ba55f,298.15,101.0,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,0.91198,0.017955,10.1016/j.jct.2012.06.031
448,d66a7b9c5fbb4e63a86798bae2b38c55,298.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00089434,4.295e-06,10.1016/j.jct.2012.06.031
449,58d625bb4ab640dc8da57664641d5c69,303.15,101.0,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,0.60083,0.01015,10.1016/j.jct.2012.06.031
459,f2b8994c160a402593f44ae089f7b632,303.15,101.0,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,0.00083553,4.235e-06,10.1016/j.jct.2012.06.031
16,fca44b78195c41d28ba9512b369d691e,298.15,101.325,Liquid,1,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.9837,0.0605,10.1016/j.jct.2012.07.015
17,117eaa1ab18345038d1adab9e73f08b7,303.15,101.325,Liquid,1,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.6597,0.0354,10.1016/j.jct.2012.07.015
46,b787c7f11872451ba13b4b9d60206642,298.15,101.325,Liquid,1,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,1.1159,0.07025,10.1016/j.jct.2012.07.015
47,e7ab0524a1b84c3eb1b676b767300d4a,303.15,101.325,Liquid,1,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.7528,0.04145,10.1016/j.jct.2012.07.015
76,4808d7c7c4d4410dae56b268a028d527,298.15,101.325,Liquid,1,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.7042,0.0378,10.1016/j.jct.2012.07.015
77,6409b38ff2694ce5b46b0d3de0d2f8f1,303.15,101.325,Liquid,1,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.4818,0.0222,10.1016/j.jct.2012.07.015
106,2765a56fab9f448bb0189133bac7c5d2,298.15,101.325,Liquid,1,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,1.527,0.10575,10.1016/j.jct.2012.07.015
107,3b8f6db884d54cb5860426caef2fd4f7,303.15,101.325,Liquid,1,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,1.0161,0.06205,10.1016/j.jct.2012.07.015
10,223c9d75d7734e338dc70884b8f12f96,298.15,101.0,Liquid,1,Nc1nc[nH]c2ncnc1-2,Solvent,1.0,,,,,,,,,,0.1285,0.00275,10.1016/j.jct.2012.07.022
11,d12d1b70b0bd4ea9ba52a4493ac29930,303.15,101.0,Liquid,1,Nc1nc[nH]c2ncnc1-2,Solvent,1.0,,,,,,,,,,0.09523,0.00198,10.1016/j.jct.2012.07.022
30,390289060db44aa99966ed168c77ed29,298.15,101.0,Liquid,1,Oc1ccnc(O)n1,Solvent,1.0,,,,,,,,,,0.1285,0.00275,10.1016/j.jct.2012.07.022
31,e57ea187998849d99989922354e7675d,303.15,101.0,Liquid,1,Oc1ccnc(O)n1,Solvent,1.0,,,,,,,,,,0.09523,0.00198,10.1016/j.jct.2012.07.022
56,d8c143d820d64461ba9f084601132461,298.15,101.325,Liquid,1,CC(=O)[O-].CCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.1285,0.00275,10.1016/j.jct.2012.07.022
57,ed2c4c0de45c4be9b414af29407db20f,303.15,101.325,Liquid,1,CC(=O)[O-].CCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.09523,0.00198,10.1016/j.jct.2012.07.022
82,fc0d51ff5ed3488e89a46416df92c117,298.15,101.325,Liquid,1,CC(=O)[O-].CCCCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.4851,0.01305,10.1016/j.jct.2012.07.022
83,75403f11c1534cce922eb4ef1abe0529,303.15,101.325,Liquid,1,CC(=O)[O-].CCCCn1cc[n+](C)c1,Solvent,1.0,,,,,,,,,,0.3309,0.0083,10.1016/j.jct.2012.07.022
162,feac1b23d02b47ba9120886e4e9052db,298.15,101.0,Liquid,1,Oc1ccnc(O)n1,Solvent,1.0,,,,,,,,,,0.1285,0.00275,10.1016/j.jct.2012.07.022
169,ec8fe69a4ba24b2b91610d7e7d3b4890,303.15,101.0,Liquid,1,Oc1ccnc(O)n1,Solvent,1.0,,,,,,,,,,0.09523,0.00198,10.1016/j.jct.2012.07.022
292,f17016c8d1cd4c4b8e1b01cb011d5e7b,298.15,101.0,Liquid,1,Nc1nc[nH]c2ncnc1-2,Solvent,1.0,,,,,,,,,,0.1285,0.00275,10.1016/j.jct.2012.07.022
298,5a93696406244345a8208044caafc3f4,303.15,101.0,Liquid,1,Nc1nc[nH]c2ncnc1-2,Solvent,1.0,,,,,,,,,,0.09523,0.00198,10.1016/j.jct.2012.07.022
12,9ad8d166bb1947bfa140ebc315853855,298.15,101.325,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.041972,0.0004735,10.1016/j.jct.2012.07.024
13,bef33a6c240d4218b206e1441446efd1,303.15,101.325,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.033561,0.0003785,10.1016/j.jct.2012.07.024
7,ca232255d03240438971bd6089446bfa,298.15,101.325,Liquid,1,OCCO,Solvent,1.0,,,,,,,,,,0.01661,0.000115,10.1016/j.jct.2012.08.024
8,83fecf6d1dd443f5933eda7406bc3dc5,303.15,101.325,Liquid,1,OCCO,Solvent,1.0,,,,,,,,,,0.013579,9.25e-05,10.1016/j.jct.2012.08.024
21,eaf31754b9924d9aa82743d1f74c2c98,298.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001087,8e-06,10.1016/j.jct.2012.08.024
22,f19bfbe1aadb4950827edbecabbf44dc,303.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.00099,1e-05,10.1016/j.jct.2012.08.024
1,f6536e9d01f84785aae4b937991aef3a,298.15,101.325,Liquid,1,CS(C)=O,Solvent,1.0,,,,,,,,,,0.001946,8.5e-06,10.1016/j.jct.2012.09.003
3,9f460e12f7da4b85ab3dc5c2b35dadf9,298.15,101.325,Liquid,1,CC(=O)N(C)C,Solvent,1.0,,,,,,,,,,0.000923,5e-06,10.1016/j.jct.2012.09.003
5,b77c89514ba24679b57255898164b4d0,298.15,101.325,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.000794,4.5e-06,10.1016/j.jct.2012.09.003
3,cfaa42264630443daf93d5338ece67c4,303.0,101.325,Liquid,1,ClC(Cl)Cl,Solvent,1.0,,,,,,,,,,0.0006628,6.63e-05,10.1016/j.jct.2012.09.013
9,839db9ac89f74fde94b31101fbff6553,303.0,101.325,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,0.0007588,7.595e-05,10.1016/j.jct.2012.09.013
6,8360c2eeba1e43faa5f450cb8e310a24,298.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000552,3e-06,10.1016/j.jct.2012.10.008
7,08b91c49844b4afc8e589d78f43f5642,303.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000516,3e-06,10.1016/j.jct.2012.10.008
16,7f4b17cd868846b6b55b09b34f3ff4f6,298.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001134,4.5e-06,10.1016/j.jct.2012.10.008
17,34d8bce4da8f450fb8b4725a6d47d549,303.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001015,4e-06,10.1016/j.jct.2012.10.008
20,8e3055e97eb64974a07c93c85880b1a1,303.15,101.0,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.00101,4e-06,10.1016/j.jct.2012.10.008
28,12768872666a4703b758b023a0e11fe3,298.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001975,8e-06,10.1016/j.jct.2012.10.008
29,23548b7a5f204ac5af572fa89c2260e0,303.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001738,7e-06,10.1016/j.jct.2012.10.008
38,8ea73499759b4f479492cd9daf067dac,298.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002572,1e-05,10.1016/j.jct.2012.10.008
39,20468614ac114dc695c73409a995902f,303.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002265,9e-06,10.1016/j.jct.2012.10.008
49,fedc159e54fb49b6a42f2a691329c71d,298.15,101.325,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.089954,0.0014335,10.1016/j.jct.2012.10.008
50,b0c51cb76a1b475f8c7272c831b082a6,303.15,101.325,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.073038,0.0010255,10.1016/j.jct.2012.10.008
113,ca407128e9b243ec8a234dc61b860ed4,298.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000552,3e-06,10.1016/j.jct.2012.10.008
122,5606ab32a45044ca90ce85614a2b5063,298.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.089954,0.0014335,10.1016/j.jct.2012.10.008
123,36e1d933971f4ef38d095515ee33d305,303.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000516,3e-06,10.1016/j.jct.2012.10.008
132,e344ae7d5e404475af8b1b1cd8d4b536,303.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.073038,0.0010255,10.1016/j.jct.2012.10.008
213,b4b17bc0e719479abb81ae2dbef1d24b,298.15,101.0,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001134,4.5e-06,10.1016/j.jct.2012.10.008
222,ac1d4243605d4452aa240c0735531a09,298.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.089954,0.0014335,10.1016/j.jct.2012.10.008
223,f43a5538806d4584bbe9525bb24b073b,303.15,101.0,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.00101,4e-06,10.1016/j.jct.2012.10.008
232,bf75a84978064224b668c369c8d81fd1,303.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.073038,0.0010255,10.1016/j.jct.2012.10.008
313,66ead6ea39e746ee9b647b95fbc7478c,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001975,8e-06,10.1016/j.jct.2012.10.008
322,395bad8ddb9d4f5a8c83a78c0157ad97,298.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.089954,0.0014335,10.1016/j.jct.2012.10.008
323,7ada1935469d4c89866d4dbfec9fe507,303.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001738,7e-06,10.1016/j.jct.2012.10.008
332,f8b0c37340f84f9392549ee276f9e91e,303.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.073038,0.0010255,10.1016/j.jct.2012.10.008
404,ccefa3d6887c48a583e9d01b6db24dfc,298.15,101.0,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002572,1e-05,10.1016/j.jct.2012.10.008
405,d1202f9e70cd437bb4f721250aa73180,303.15,101.0,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002265,9e-06,10.1016/j.jct.2012.10.008
448,0f1f5f8f8e3a4baea76b1db0fb3c7f73,303.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.073038,0.0010255,10.1016/j.jct.2012.10.008
449,d545cc080ce24ef680b9d12ea109b5f0,298.15,101.0,Liquid,1,CCCC[NH3+].O=[N+]([O-])[O-],Solvent,1.0,,,,,,,,,,0.089954,0.0014335,10.1016/j.jct.2012.10.008
64,e8d563788b354d108eeb876872be54a7,298.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000895,3.5e-06,10.1016/j.jct.2012.10.027
65,97bd2501109f49089f54052415474024,303.15,101.325,Liquid,1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.179864,0.0044545,10.1016/j.jct.2012.11.010
137,954eae740f8f44fab5fc63aec13ddd4a,303.15,101.325,Liquid,1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.25901,0.007615,10.1016/j.jct.2012.11.010
4,077e210b619b4c87aa504828b6255f51,298.15,101.0,Liquid,1,CS(C)=O,Solvent,1.0,,,,,,,,,,0.00199,6.5e-05,10.1016/j.jct.2012.11.014
5,395adef6bd0341f999938b628cc11dc5,303.15,101.0,Liquid,1,CS(C)=O,Solvent,1.0,,,,,,,,,,0.0018,5.5e-05,10.1016/j.jct.2012.11.014
12,2facc084050c46fb98f6cce973214d90,298.15,101.0,Liquid,1,CC(=O)O.CN(C)C,Solvent,1.0,,,,,,,,,,0.00276,9e-05,10.1016/j.jct.2012.11.014
13,5f58d3e90b464fd1b85a84c5080cb410,303.15,101.0,Liquid,1,CC(=O)O.CN(C)C,Solvent,1.0,,,,,,,,,,0.00237,8e-05,10.1016/j.jct.2012.11.014
20,16e64a66afb448a2b073af52067b0030,298.15,101.0,Liquid,1,CN(C)C.O=S(=O)(O)O,Solvent,1.0,,,,,,,,,,0.0051,0.000165,10.1016/j.jct.2012.11.014
21,533e560fb3614a13b3deec78bce24134,303.15,101.0,Liquid,1,CN(C)C.O=S(=O)(O)O,Solvent,1.0,,,,,,,,,,0.00448,0.000145,10.1016/j.jct.2012.11.014
28,dbfad4ad13af4ea5aa77df43a7ce050e,298.15,101.0,Liquid,1,CN(C)C.O=P(O)(O)O,Solvent,1.0,,,,,,,,,,0.00764,0.00026,10.1016/j.jct.2012.11.014
29,01da4b3c565848b69282193a1a40c8db,303.15,101.0,Liquid,1,CN(C)C.O=P(O)(O)O,Solvent,1.0,,,,,,,,,,0.00646,0.00022,10.1016/j.jct.2012.11.014
112,e19aad65867e4b188affe515384b64cd,298.15,101.0,Liquid,1,CS(C)=O,Solvent,1.0,,,,,,,,,,0.00199,6.5e-05,10.1016/j.jct.2012.11.014
